0x6aaaf98e8522491bc1006cd8cf95515220144dd3,21.19560
0x252e7e8b9863f81798b1fef8cfd9741a46de653c,0.97936
0x7ba605bc00ea26512a639d5e0335eaeb3e81ad94,0.05650
0x99155306363ce4bb46b687a3191e0df4da6b7780,0.55689
0x73773004b734c8968bc57fe3ad67c37675bd6c68,36.82952
0x897656b1fb6c3688e48e1dd8259f7e092364754d,12.00083
0xc9086b7f93e19ad9d73e9ff4e7c038b3cc1ed288,94.30060
0xd773cb337c1933469f3b446b50da0cf6bcd80bd9,5.94125
0x6c166c658e86185060b1329f0560ec590d7937da,28.87177
0x52f64aef6c36007ac03ffa18b8af9b2b83e0fc7e,1.90490
0xa3fb06457856a7a9831dab5505d6eb5bce4eafb9,14.92007
0x9a80d4034657b2731bc203678c8032bda829434f,10.27100
0x7707c947b45cab9ce0fbf4505abf637bc4027a5b,13.62992
0x41d2143c3a44edd4281e8dec9098f00e8ad0687a,15.49695
0x9f7dd5ea934d188a599567ee104e97fa46cb4496,51.44649
0xb32beb8516e95293fe9b2fed95922159e9d01ad1,295.64599
0x439f9d50c2cfab041f8d4b9c8fc553088f88eadc,17.66868
0xed2170462e997b9590f77bf2cd3cd283b877eade,56.75409
0x814055779f8d2f591277b76c724b7adc74fb82d9,1.18562
0x0c8fa02bf95cd04a0628a03c4bbcfa101a45c983,0.13475
0x10befac6e2d58b5786b75df9c6ddd5b4fbb1e40e,14.07079
0x8e370b7419f8d7bcd341a2e0c1c5a666d8ab5b4d,16.27989
0x04581b79bf2fac9ed93b41b8023271ecb86b6857,37.35576
0x5d6ee40167b0fddad44f307d3d1ae6a58d6f4953,0.44919
0x0ffeb87106910eefc69c1902f411b431ffc424ff,40.47279
0x1b51960ec186f34aab650c0897cb131c30bdbc09,578.34896
0xb8dd6e677d413a7165bf2eb68060b67ffdf3197f,18.77718
0x4468da8eb9f2e21b872d5c9eb4c7417cf3f08a25,1.12951
0xc247c61c9c094437b5b720bb7e85e2a72d8a1798,12.04837
0xf0bdfd6899389449aa77cefbed28891b12d19880,12.63743
0xec89639d883a9ff2086c6deb0d766064b5bbea03,53.96630
0x6fcade9de3ab9a1e57eab1684cf30e2ceba234fb,11.70688
0x47e910d6d050f8e6df3206ab58da352aa6831c05,0.25632
0xd53c9fedcc95187307908d659846a443cb1e7350,223.51804
0x704860a91540da9b4d8ff4399f0b26ec6567c734,0.79809
0x44c8369ddac3a1c438f569363b907b635bd3af9d,0.18998
0x5413beccc3cc27ea5e7d07d5fd36a0983c9996a7,0.59281
0xd063411224b2784a4d7d8ac4f47e2b2fd54314c8,7.17801
0xe7886c76f5abea99ffcd6d5279c3f38a3aa3fcdc,0.68271